Order ID,Product,Quantity Ordered,Price Each,Date,Time,Weekday,Purchase Address,Street Address,City,State
297260,20in Monitor,1,109.99,12/5/2019,10:30,Thursday,"965 9th St, Atlanta, GA, 30301",965 9th St,Atlanta,GA
298471,20in Monitor,1,109.99,12/5/2019,11:14,Thursday,"549 Meadow St, San Francisco, CA, 94016",549 Meadow St,San Francisco,CA
315316,20in Monitor,1,109.99,12/5/2019,12:08,Thursday,"364 6th St, Dallas, TX, 75001",364 6th St,Dallas,TX
301647,20in Monitor,1,109.99,12/5/2019,12:21,Thursday,"455 Cherry St, San Francisco, CA, 94016",455 Cherry St,San Francisco,CA
308886,20in Monitor,1,109.99,12/5/2019,12:36,Thursday,"588 North St, Dallas, TX, 75001",588 North St,Dallas,TX
315082,20in Monitor,1,109.99,12/5/2019,13:21,Thursday,"532 Elm St, San Francisco, CA, 94016",532 Elm St,San Francisco,CA
314153,20in Monitor,1,109.99,12/5/2019,13:23,Thursday,"25 Meadow St, Seattle, WA, 98101",25 Meadow St,Seattle,WA
308437,20in Monitor,1,109.99,12/5/2019,14:34,Thursday,"467 North St, Los Angeles, CA, 90001",467 North St,Los Angeles,CA
315507,20in Monitor,1,109.99,12/5/2019,15:10,Thursday,"213 Lake St, Dallas, TX, 75001",213 Lake St,Dallas,TX
302986,20in Monitor,1,109.99,12/5/2019,15:19,Thursday,"187 Cedar St, San Francisco, CA, 94016",187 Cedar St,San Francisco,CA
308464,20in Monitor,1,109.99,12/5/2019,15:44,Thursday,"521 River St, Austin, TX, 73301",521 River St,Austin,TX
301183,20in Monitor,1,109.99,12/5/2019,15:51,Thursday,"417 6th St, Seattle, WA, 98101",417 6th St,Seattle,WA
318221,20in Monitor,1,109.99,12/5/2019,18:33,Thursday,"981 Elm St, Los Angeles, CA, 90001",981 Elm St,Los Angeles,CA
299876,20in Monitor,1,109.99,12/5/2019,18:51,Thursday,"902 5th St, San Francisco, CA, 94016",902 5th St,San Francisco,CA
307933,20in Monitor,1,109.99,12/5/2019,19:07,Thursday,"802 Maple St, Los Angeles, CA, 90001",802 Maple St,Los Angeles,CA
299224,20in Monitor,1,109.99,12/5/2019,19:47,Thursday,"526 Ridge St, Atlanta, GA, 30301",526 Ridge St,Atlanta,GA
295901,20in Monitor,1,109.99,12/5/2019,20:02,Thursday,"67 12th St, San Francisco, CA, 94016",67 12th St,San Francisco,CA
302133,20in Monitor,1,109.99,12/5/2019,20:42,Thursday,"875 4th St, Boston, MA, 02215",875 4th St,Boston,MA
306216,20in Monitor,1,109.99,12/5/2019,21:27,Thursday,"98 10th St, Atlanta, GA, 30301",98 10th St,Atlanta,GA
307893,20in Monitor,1,109.99,12/5/2019,22:49,Thursday,"661 Madison St, San Francisco, CA, 94016",661 Madison St,San Francisco,CA
304007,20in Monitor,1,109.99,12/6/2019,1:51,Friday,"748 Dogwood St, San Francisco, CA, 94016",748 Dogwood St,San Francisco,CA
296740,20in Monitor,1,109.99,12/6/2019,6:13,Friday,"217 Forest St, Los Angeles, CA, 90001",217 Forest St,Los Angeles,CA
299154,20in Monitor,1,109.99,12/6/2019,7:57,Friday,"82 7th St, San Francisco, CA, 94016",82 7th St,San Francisco,CA
307393,20in Monitor,1,109.99,12/6/2019,8:08,Friday,"658 Jefferson St, Atlanta, GA, 30301",658 Jefferson St,Atlanta,GA
298370,20in Monitor,1,109.99,12/6/2019,8:45,Friday,"586 14th St, Atlanta, GA, 30301",586 14th St,Atlanta,GA
315985,20in Monitor,1,109.99,12/6/2019,10:08,Friday,"904 Pine St, Atlanta, GA, 30301",904 Pine St,Atlanta,GA
297158,20in Monitor,1,109.99,12/6/2019,10:18,Friday,"119 Cedar St, Portland, OR, 97035",119 Cedar St,Portland,OR
307829,20in Monitor,1,109.99,12/6/2019,11:02,Friday,"103 Dogwood St, New York City, NY, 10001",103 Dogwood St,New York City,NY
310080,20in Monitor,1,109.99,12/6/2019,13:32,Friday,"496 North St, Portland, OR, 97035",496 North St,Portland,OR
317938,20in Monitor,1,109.99,12/6/2019,14:21,Friday,"483 Hickory St, Portland, OR, 97035",483 Hickory St,Portland,OR
307340,20in Monitor,1,109.99,12/6/2019,15:41,Friday,"433 11th St, Boston, MA, 02215",433 11th St,Boston,MA
316593,20in Monitor,1,109.99,12/6/2019,15:42,Friday,"683 8th St, San Francisco, CA, 94016",683 8th St,San Francisco,CA
301881,20in Monitor,1,109.99,12/6/2019,16:10,Friday,"258 Adams St, Seattle, WA, 98101",258 Adams St,Seattle,WA
307957,20in Monitor,1,109.99,12/6/2019,16:26,Friday,"644 Adams St, Los Angeles, CA, 90001",644 Adams St,Los Angeles,CA
314103,20in Monitor,1,109.99,12/6/2019,16:49,Friday,"243 4th St, New York City, NY, 10001",243 4th St,New York City,NY
301788,20in Monitor,1,109.99,12/6/2019,19:12,Friday,"666 Meadow St, San Francisco, CA, 94016",666 Meadow St,San Francisco,CA
313240,20in Monitor,1,109.99,12/6/2019,21:08,Friday,"841 Main St, San Francisco, CA, 94016",841 Main St,San Francisco,CA
310914,20in Monitor,1,109.99,12/6/2019,21:58,Friday,"247 Maple St, Los Angeles, CA, 90001",247 Maple St,Los Angeles,CA
315789,20in Monitor,1,109.99,12/7/2019,8:08,Thursday,"125 Lakeview St, Boston, MA, 02215",125 Lakeview St,Boston,MA
302263,20in Monitor,1,109.99,12/7/2019,10:37,Thursday,"513 Park St, Boston, MA, 02215",513 Park St,Boston,MA
317085,20in Monitor,1,109.99,12/7/2019,11:11,Thursday,"622 Maple St, New York City, NY, 10001",622 Maple St,New York City,NY
306505,20in Monitor,1,109.99,12/7/2019,12:05,Thursday,"23 5th St, San Francisco, CA, 94016",23 5th St,San Francisco,CA
302104,20in Monitor,1,109.99,12/7/2019,13:08,Thursday,"127 Park St, Seattle, WA, 98101",127 Park St,Seattle,WA
305847,20in Monitor,1,109.99,12/7/2019,15:20,Thursday,"785 Pine St, Los Angeles, CA, 90001",785 Pine St,Los Angeles,CA
297613,20in Monitor,1,109.99,12/7/2019,15:30,Thursday,"642 Pine St, Los Angeles, CA, 90001",642 Pine St,Los Angeles,CA
317847,20in Monitor,1,109.99,12/7/2019,17:08,Thursday,"995 Lake St, Boston, MA, 02215",995 Lake St,Boston,MA
304710,20in Monitor,1,109.99,12/7/2019,17:30,Thursday,"872 Lakeview St, Austin, TX, 73301",872 Lakeview St,Austin,TX
307981,20in Monitor,1,109.99,12/7/2019,22:51,Thursday,"195 Highland St, Portland, OR, 97035",195 Highland St,Portland,OR
316343,20in Monitor,1,109.99,12/7/2019,23:35,Thursday,"401 South St, San Francisco, CA, 94016",401 South St,San Francisco,CA
304635,20in Monitor,1,109.99,12/8/2019,5:01,Sunday,"413 Spruce St, San Francisco, CA, 94016",413 Spruce St,San Francisco,CA
312114,20in Monitor,1,109.99,12/8/2019,12:59,Sunday,"592 Spruce St, Los Angeles, CA, 90001",592 Spruce St,Los Angeles,CA
300553,20in Monitor,1,109.99,12/8/2019,13:06,Sunday,"257 Walnut St, San Francisco, CA, 94016",257 Walnut St,San Francisco,CA
302141,20in Monitor,1,109.99,12/8/2019,13:06,Sunday,"346 Forest St, New York City, NY, 10001",346 Forest St,New York City,NY
317013,20in Monitor,1,109.99,12/8/2019,13:16,Sunday,"837 Hill St, Dallas, TX, 75001",837 Hill St,Dallas,TX
319188,20in Monitor,1,109.99,12/8/2019,13:16,Sunday,"884 Cherry St, San Francisco, CA, 94016",884 Cherry St,San Francisco,CA
310632,20in Monitor,1,109.99,12/8/2019,13:47,Sunday,"633 Center St, Seattle, WA, 98101",633 Center St,Seattle,WA
317824,20in Monitor,1,109.99,12/8/2019,14:58,Sunday,"43 Church St, San Francisco, CA, 94016",43 Church St,San Francisco,CA
300408,20in Monitor,1,109.99,12/8/2019,17:11,Sunday,"380 Jackson St, New York City, NY, 10001",380 Jackson St,New York City,NY
301190,20in Monitor,1,109.99,12/8/2019,18:05,Sunday,"182 West St, San Francisco, CA, 94016",182 West St,San Francisco,CA
299276,20in Monitor,1,109.99,12/8/2019,18:35,Sunday,"773 Adams St, Boston, MA, 02215",773 Adams St,Boston,MA
299820,20in Monitor,1,109.99,12/8/2019,18:52,Sunday,"903 Cedar St, Atlanta, GA, 30301",903 Cedar St,Atlanta,GA
298797,20in Monitor,1,109.99,12/8/2019,19:52,Sunday,"669 5th St, Austin, TX, 73301",669 5th St,Austin,TX
305831,20in Monitor,1,109.99,12/8/2019,20:25,Sunday,"311 Lincoln St, Boston, MA, 02215",311 Lincoln St,Boston,MA
301231,20in Monitor,1,109.99,12/8/2019,21:01,Sunday,"49 Meadow St, Los Angeles, CA, 90001",49 Meadow St,Los Angeles,CA
306356,20in Monitor,1,109.99,12/9/2019,8:48,Monday,"189 5th St, Boston, MA, 02215",189 5th St,Boston,MA
313053,20in Monitor,1,109.99,12/9/2019,10:07,Monday,"377 Cedar St, New York City, NY, 10001",377 Cedar St,New York City,NY
296691,20in Monitor,1,109.99,12/9/2019,10:19,Monday,"655 Chestnut St, Los Angeles, CA, 90001",655 Chestnut St,Los Angeles,CA
296704,20in Monitor,1,109.99,12/9/2019,10:57,Monday,"294 9th St, San Francisco, CA, 94016",294 9th St,San Francisco,CA
318508,20in Monitor,1,109.99,12/9/2019,11:31,Monday,"886 7th St, Boston, MA, 02215",886 7th St,Boston,MA
295946,20in Monitor,1,109.99,12/9/2019,11:44,Monday,"970 Lincoln St, Portland, OR, 97035",970 Lincoln St,Portland,OR
306024,20in Monitor,1,109.99,12/9/2019,12:28,Monday,"888 8th St, Los Angeles, CA, 90001",888 8th St,Los Angeles,CA
315154,20in Monitor,1,109.99,12/9/2019,12:42,Monday,"372 8th St, San Francisco, CA, 94016",372 8th St,San Francisco,CA
318928,20in Monitor,1,109.99,12/9/2019,12:50,Monday,"398 Willow St, Boston, MA, 02215",398 Willow St,Boston,MA
313754,20in Monitor,1,109.99,12/9/2019,13:13,Monday,"963 1st St, Dallas, TX, 75001",963 1st St,Dallas,TX
306642,20in Monitor,1,109.99,12/9/2019,13:18,Monday,"870 14th St, Los Angeles, CA, 90001",870 14th St,Los Angeles,CA
306668,20in Monitor,1,109.99,12/9/2019,14:39,Monday,"858 Walnut St, New York City, NY, 10001",858 Walnut St,New York City,NY
311811,20in Monitor,1,109.99,12/9/2019,15:16,Monday,"684 Lincoln St, San Francisco, CA, 94016",684 Lincoln St,San Francisco,CA
300565,20in Monitor,1,109.99,12/9/2019,15:49,Monday,"388 Center St, San Francisco, CA, 94016",388 Center St,San Francisco,CA
312259,20in Monitor,1,109.99,12/9/2019,17:19,Monday,"459 Cherry St, San Francisco, CA, 94016",459 Cherry St,San Francisco,CA
309091,20in Monitor,1,109.99,12/9/2019,19:01,Monday,"533 Cherry St, San Francisco, CA, 94016",533 Cherry St,San Francisco,CA
309170,20in Monitor,1,109.99,12/9/2019,21:28,Monday,"60 Hill St, New York City, NY, 10001",60 Hill St,New York City,NY
319367,20in Monitor,1,109.99,12/9/2019,21:38,Monday,"995 North St, Austin, TX, 73301",995 North St,Austin,TX
304720,20in Monitor,1,109.99,12/9/2019,22:45,Monday,"852 Lakeview St, New York City, NY, 10001",852 Lakeview St,New York City,NY
305301,20in Monitor,1,109.99,12/10/2019,6:34,Tuesday,"582 South St, Portland, OR, 97035",582 South St,Portland,OR
313918,20in Monitor,1,109.99,12/10/2019,7:02,Tuesday,"402 Hickory St, San Francisco, CA, 94016",402 Hickory St,San Francisco,CA
301258,20in Monitor,1,109.99,12/10/2019,9:29,Tuesday,"541 Highland St, San Francisco, CA, 94016",541 Highland St,San Francisco,CA
313272,20in Monitor,1,109.99,12/10/2019,9:55,Tuesday,"528 10th St, Austin, TX, 73301",528 10th St,Austin,TX
302311,20in Monitor,1,109.99,12/10/2019,10:00,Tuesday,"270 Church St, Seattle, WA, 98101",270 Church St,Seattle,WA
306283,20in Monitor,1,109.99,12/10/2019,10:06,Tuesday,"334 Meadow St, Los Angeles, CA, 90001",334 Meadow St,Los Angeles,CA
308951,20in Monitor,1,109.99,12/10/2019,10:14,Tuesday,"414 4th St, Los Angeles, CA, 90001",414 4th St,Los Angeles,CA
311302,20in Monitor,1,109.99,12/10/2019,10:39,Tuesday,"464 Jefferson St, New York City, NY, 10001",464 Jefferson St,New York City,NY
312637,20in Monitor,1,109.99,12/10/2019,11:06,Tuesday,"31 Cedar St, New York City, NY, 10001",31 Cedar St,New York City,NY
310403,20in Monitor,1,109.99,12/10/2019,11:19,Tuesday,"879 Maple St, Atlanta, GA, 30301",879 Maple St,Atlanta,GA
317165,20in Monitor,1,109.99,12/10/2019,11:44,Tuesday,"899 Center St, Seattle, WA, 98101",899 Center St,Seattle,WA
298729,20in Monitor,1,109.99,12/10/2019,14:32,Tuesday,"39 Highland St, Boston, MA, 02215",39 Highland St,Boston,MA
316292,20in Monitor,1,109.99,12/10/2019,16:22,Tuesday,"898 13th St, San Francisco, CA, 94016",898 13th St,San Francisco,CA
297696,20in Monitor,1,109.99,12/10/2019,17:22,Tuesday,"768 8th St, Dallas, TX, 75001",768 8th St,Dallas,TX
315978,20in Monitor,1,109.99,12/10/2019,17:41,Tuesday,"198 2nd St, Atlanta, GA, 30301",198 2nd St,Atlanta,GA
315311,20in Monitor,1,109.99,12/10/2019,19:53,Tuesday,"334 Lake St, New York City, NY, 10001",334 Lake St,New York City,NY
303421,20in Monitor,1,109.99,12/10/2019,20:36,Tuesday,"746 Walnut St, Seattle, WA, 98101",746 Walnut St,Seattle,WA
316903,20in Monitor,1,109.99,12/10/2019,23:09,Tuesday,"966 Johnson St, Portland, OR, 97035",966 Johnson St,Portland,OR
315846,20in Monitor,1,109.99,12/11/2019,0:06,Wednesday,"755 9th St, Boston, MA, 02215",755 9th St,Boston,MA
318298,20in Monitor,1,109.99,12/11/2019,7:25,Wednesday,"947 Willow St, San Francisco, CA, 94016",947 Willow St,San Francisco,CA
310037,20in Monitor,1,109.99,12/11/2019,10:53,Wednesday,"671 Church St, Seattle, WA, 98101",671 Church St,Seattle,WA
315385,20in Monitor,1,109.99,12/11/2019,11:00,Wednesday,"290 Jackson St, New York City, NY, 10001",290 Jackson St,New York City,NY
301422,20in Monitor,1,109.99,12/11/2019,11:34,Wednesday,"284 Pine St, Seattle, WA, 98101",284 Pine St,Seattle,WA
296023,20in Monitor,1,109.99,12/11/2019,11:52,Wednesday,"699 Walnut St, Los Angeles, CA, 90001",699 Walnut St,Los Angeles,CA
311231,20in Monitor,1,109.99,12/11/2019,12:32,Wednesday,"649 14th St, New York City, NY, 10001",649 14th St,New York City,NY
311871,20in Monitor,1,109.99,12/11/2019,13:24,Wednesday,"951 Center St, Atlanta, GA, 30301",951 Center St,Atlanta,GA
315337,20in Monitor,1,109.99,12/11/2019,13:29,Wednesday,"37 Jefferson St, San Francisco, CA, 94016",37 Jefferson St,San Francisco,CA
306878,20in Monitor,1,109.99,12/11/2019,13:46,Wednesday,"346 West St, Austin, TX, 73301",346 West St,Austin,TX
296506,20in Monitor,1,109.99,12/11/2019,14:21,Wednesday,"276 South St, Portland, ME, 04101",276 South St,Portland,ME
309437,20in Monitor,1,109.99,12/11/2019,15:15,Wednesday,"235 South St, San Francisco, CA, 94016",235 South St,San Francisco,CA
306527,20in Monitor,1,109.99,12/11/2019,15:30,Wednesday,"886 12th St, New York City, NY, 10001",886 12th St,New York City,NY
306202,20in Monitor,1,109.99,12/11/2019,16:54,Wednesday,"511 Walnut St, Atlanta, GA, 30301",511 Walnut St,Atlanta,GA
304941,20in Monitor,1,109.99,12/11/2019,18:35,Wednesday,"74 West St, Los Angeles, CA, 90001",74 West St,Los Angeles,CA
308031,20in Monitor,1,109.99,12/11/2019,18:56,Wednesday,"378 Lake St, Atlanta, GA, 30301",378 Lake St,Atlanta,GA
313031,20in Monitor,1,109.99,12/11/2019,20:01,Wednesday,"106 7th St, Los Angeles, CA, 90001",106 7th St,Los Angeles,CA
303178,20in Monitor,1,109.99,12/11/2019,20:27,Wednesday,"192 Willow St, Los Angeles, CA, 90001",192 Willow St,Los Angeles,CA
309867,20in Monitor,1,109.99,12/12/2019,2:51,Thursday,"811 Cherry St, San Francisco, CA, 94016",811 Cherry St,San Francisco,CA
316671,20in Monitor,1,109.99,12/12/2019,9:58,Thursday,"872 Spruce St, Los Angeles, CA, 90001",872 Spruce St,Los Angeles,CA
303095,20in Monitor,1,109.99,12/12/2019,10:03,Thursday,"902 Washington St, Los Angeles, CA, 90001",902 Washington St,Los Angeles,CA
301720,20in Monitor,1,109.99,12/12/2019,10:15,Thursday,"586 Walnut St, Los Angeles, CA, 90001",586 Walnut St,Los Angeles,CA
318147,20in Monitor,1,109.99,12/12/2019,10:17,Thursday,"271 Elm St, San Francisco, CA, 94016",271 Elm St,San Francisco,CA
312160,20in Monitor,1,109.99,12/12/2019,11:32,Thursday,"795 Washington St, San Francisco, CA, 94016",795 Washington St,San Francisco,CA
311878,20in Monitor,1,109.99,12/12/2019,12:34,Thursday,"230 Hickory St, Austin, TX, 73301",230 Hickory St,Austin,TX
300851,20in Monitor,1,109.99,12/12/2019,12:53,Thursday,"550 Cherry St, San Francisco, CA, 94016",550 Cherry St,San Francisco,CA
299886,20in Monitor,1,109.99,12/12/2019,14:11,Thursday,"368 11th St, San Francisco, CA, 94016",368 11th St,San Francisco,CA
314628,20in Monitor,1,109.99,12/12/2019,14:26,Thursday,"825 North St, Portland, OR, 97035",825 North St,Portland,OR
314962,20in Monitor,1,109.99,12/12/2019,15:40,Thursday,"830 Ridge St, San Francisco, CA, 94016",830 Ridge St,San Francisco,CA
310214,20in Monitor,1,109.99,12/12/2019,17:05,Thursday,"913 Jefferson St, New York City, NY, 10001",913 Jefferson St,New York City,NY
318995,20in Monitor,1,109.99,12/12/2019,17:23,Thursday,"590 Meadow St, Los Angeles, CA, 90001",590 Meadow St,Los Angeles,CA
303074,20in Monitor,1,109.99,12/12/2019,17:32,Thursday,"105 Chestnut St, San Francisco, CA, 94016",105 Chestnut St,San Francisco,CA
295855,20in Monitor,1,109.99,12/12/2019,17:43,Thursday,"584 9th St, Boston, MA, 02215",584 9th St,Boston,MA
297196,20in Monitor,1,109.99,12/12/2019,20:16,Thursday,"928 River St, Seattle, WA, 98101",928 River St,Seattle,WA
319414,20in Monitor,1,109.99,12/12/2019,20:17,Thursday,"285 Lake St, Los Angeles, CA, 90001",285 Lake St,Los Angeles,CA
300401,20in Monitor,1,109.99,12/12/2019,21:19,Thursday,"820 Park St, Boston, MA, 02215",820 Park St,Boston,MA
311333,20in Monitor,1,109.99,12/12/2019,22:08,Thursday,"701 Adams St, Dallas, TX, 75001",701 Adams St,Dallas,TX
304115,20in Monitor,1,109.99,12/12/2019,22:16,Thursday,"187 Washington St, Portland, ME, 04101",187 Washington St,Portland,ME
298060,20in Monitor,1,109.99,12/12/2019,23:05,Thursday,"403 8th St, New York City, NY, 10001",403 8th St,New York City,NY
312193,20in Monitor,1,109.99,12/13/2019,4:29,Friday,"452 Hill St, Boston, MA, 02215",452 Hill St,Boston,MA
317455,20in Monitor,1,109.99,12/13/2019,6:26,Friday,"971 Sunset St, New York City, NY, 10001",971 Sunset St,New York City,NY
303935,20in Monitor,1,109.99,12/13/2019,6:41,Friday,"676 14th St, Los Angeles, CA, 90001",676 14th St,Los Angeles,CA
314942,20in Monitor,1,109.99,12/13/2019,8:11,Friday,"699 Walnut St, San Francisco, CA, 94016",699 Walnut St,San Francisco,CA
308538,20in Monitor,1,109.99,12/13/2019,8:18,Friday,"945 Cedar St, Atlanta, GA, 30301",945 Cedar St,Atlanta,GA
298148,20in Monitor,1,109.99,12/13/2019,8:27,Friday,"12 Maple St, San Francisco, CA, 94016",12 Maple St,San Francisco,CA
